NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE,SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
Diageo PLC,COM,g42089113,256887,8279868,SH,,SOLE,,7856337,0,423531
Groupe Danone,COM,f12033134,248,3500,SH,,SOLE,,3500,0,0
Hanjaya Mandala Sampoerna,COM,y7121z146,182,30000,SH,,SOLE,,30000,0,0
Heineken Holding NV,COM,n39338194,672180,10406630,SH,,SOLE,,9847511,0,559119
Heineken NV,COM,n39427211,3634,52191,SH,,SOLE,,47963,0,4228
JC Decaux SA ACT,COM,f5333n100,64338,1468195,SH,,SOLE,,1323250,0,144945
Lindt & Spruengli AG - Reg,COM,h49983176,2003,34,SH,,SOLE,,34,0,0
Loreal SA,COM,f58149133,823,4990,SH,,SOLE,,4810,0,180
Nestle SA-REG,COM,h57312649,3037,40310,SH,,SOLE,,40000,0,310
NHST Media Group,COM,r4700l117,1321,19772,SH,,SOLE,,19390,0,382
Nielsen Holdings,COM,n63218106,205,4600,SH,,SOLE,,4600,0,0
Pargesa Holding AG - B,COM,h60477207,2074,23950,SH,,SOLE,,21950,0,2000
Pernod Ricard,COM,f72027109,572678,4917307,SH,,SOLE,,4668027,0,249280
PZ Cussons PLC,COM,g6850s109,88,15000,SH,,SOLE,,15000,0,0
Reckitt Benckiser Group PLC,COM,g74079107,2072,25435,SH,,SOLE,,17860,0,7575
SABMiller PLC,COM,g77395104,574174,11499390,SH,,SOLE,,10919206,0,580184
Schibsted A/S,COM,r75677105,382,6150,SH,,SOLE,,6150,0,0
Swedish Match AB,COM,w92277115,11136,341362,SH,,SOLE,,323962,0,17400
The Swatch Group AG-BR,COM,h83949141,37511,59811,SH,,SOLE,,53958,0,5853
Unilever NV,COM,n8981f271,1408,34250,SH,,SOLE,,34250,0,0
