NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE,SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
Compagnie Financiere Richemont,COM,h25662182,737826,7031752,SH,,SOLE,,6670871,0,360881
Diageo PLC,COM,g42089113,270244,8470105,SH,,SOLE,,8045589,0,424516
Groupe Danone,COM,f12033134,260,3500,SH,,SOLE,,3500,0,0
Hanjaya Mandala Sampoerna,COM,y7121z146,170,30000,SH,,SOLE,,30000,0,0
Heineken Holding NV,COM,n39338194,681532,10367125,SH,,SOLE,,9814641,0,552484
Heineken NV,COM,n39427211,3747,52191,SH,,SOLE,,47963,0,4228
JC Decaux SA ACT,COM,f5333n100,54515,1461150,SH,,SOLE,,1316620,0,144530
Lindt & Spruengli AG - Reg,COM,h49983176,2100,34,SH,,SOLE,,34,0,0
Loreal SA,COM,f58149133,1227,7120,SH,,SOLE,,6940,0,180
LT Group Inc,COM,y5342m100,25,75000,SH,,SOLE,,75000,0,0
Nestle SA-REG,COM,h57312649,3200,41310,SH,,SOLE,,41000,0,310
NHST Media Group,COM,r4700l117,1128,19772,SH,,SOLE,,19390,0,382
Nielsen NV,COM,n63218106,223,4600,SH,,SOLE,,4600,0,0
Pargesa Holding AG - B,COM,h60477207,2151,23950,SH,,SOLE,,21950,0,2000
Pernod Ricard,COM,f72027109,594268,4949160,SH,,SOLE,,4701349,0,247811
PZ Cussons PLC,COM,g6850s109,89,15000,SH,,SOLE,,15000,0,0
Reckitt Benckiser Group PLC,COM,g74079107,2342,26860,SH,,SOLE,,19235,0,7625
SABMiller PLC,COM,g77395104,665558,11489132,SH,,SOLE,,10917819,0,571313
Schibsted A/S,COM,r75677105,320,6150,SH,,SOLE,,6150,0,0
Swedish Match AB,COM,w92277115,11777,339362,SH,,SOLE,,321962,0,17400
The Swatch Group AG-BR,COM,h83949141,37328,61816,SH,,SOLE,,55943,0,5873
Unilever NV,COM,n8981f271,1553,35500,SH,,SOLE,,35500,0,0
