NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE,SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
Outfront Media Inc,COM,69007J106,9117,328187,SH,,SOLE,,312152,0,16035
Pepsico Inc,COM,713448108,3530,25745,SH,,SOLE,,25104,0,641
Pernod-Ricard SA-Unspon ADR,COM,714264207,1476,41430,SH,,SOLE,,41430,0,0
Philip Morris International In,COM,718172109,689698,9083335,SH,,SOLE,,8660119,0,423217
Pioneer Nat Res,COM,723787107,327,2600,SH,,SOLE,,2600,0,0
PNC Bank Corp,COM,693475105,2448,17463,SH,,SOLE,,17463,0,0
Procter & Gamble,COM,742718109,4831,38837,SH,,SOLE,,36951,0,1886
Royal Dutch Shell PLC ADR A,COM,780259206,1952,33165,SH,,SOLE,,31945,0,1220
Swedish Match AB Unspon ADR,COM,870309606,345,16650,SH,,SOLE,,16650,0,0
The Swatch Group AG ADR,COM,870123106,525,39490,SH,,SOLE,,39490,0,0
Unilever NV ADR,COM,904784709,758844,12641082,SH,,SOLE,,11990975,0,650107
Union Pac Corp,COM,907818108,253,1560,SH,,SOLE,,1560,0,0
Visa Inc Cl A,COM,92826C839,86449,502580,SH,,SOLE,,451791,0,50789
Vulcan Materials,COM,929160109,8665,57292,SH,,SOLE,,53557,0,3735
Wal Mart Stores Inc,COM,931142103,576,4855,SH,,SOLE,,4055,0,800
Wells Fargo,COM,949746101,644817,12783847,SH,,SOLE,,12127620,0,656227
Hostess Brands Inc Wts Exp 11/,WTS,44109J114,363,212000,SH,,SOLE,,212000,0,0
Anheuser-Busch InBev SA,COM,B639CJ108,737466,7737938,SH,,SOLE,,7348093,0,389845
Anheuser-Busch InBev SA Restri,COM,b639cj116,4702,49357,SH,,SOLE,,49357,0,0
BIC,COM,F10080103,1465,21815,SH,,SOLE,,21380,0,435
Bollore,COM,F10659260,56,13500,SH,,SOLE,,13500,0,0
Cir SPA,COM,T28980125,127,125000,SH,,SOLE,,125000,0,0
Compagnie Financiere Richemont,COM,H25662182,764515,10411579,SH,,SOLE,,9910009,0,501570
Davide Campari-Milano SPA,COM,T3490M150,489,54100,SH,,SOLE,,54100,0,0
Diageo PLC,COM,G42089113,228806,5570766,SH,,SOLE,,5330942,0,239824
Groupe Danone,COM,F12033134,282,3205,SH,,SOLE,,3205,0,0
Hanjaya Mandala Sampoerna,COM,Y7121Z146,111,687500,SH,,SOLE,,687500,0,0
Heineken Holding NV,COM,N39338194,910837,9145887,SH,,SOLE,,8708961,0,436926
Heineken NV,COM,N39427211,4944,45738,SH,,SOLE,,42838,0,2900
JC Decaux SA ACT,COM,F5333N100,177118,6540415,SH,,SOLE,,6195153,0,345262
Lindt & Spruengli AG - Reg,COM,H49983176,2154,26,SH,,SOLE,,26,0,0
Loreal SA,COM,F58149133,1566,5591,SH,,SOLE,,5411,0,180
LT Group Inc,COM,Y5342M100,336,1250000,SH,,SOLE,,1250000,0,0
LVMH Moet Hennessy Louis Vuitt,COM,F58485115,250,629,SH,,SOLE,,629,0,0
Nestle SA-REG,COM,H57312649,4588,42250,SH,,SOLE,,42250,0,0
Pargesa Holding AG - B,COM,H60477207,887,11526,SH,,SOLE,,11526,0,0
Pernod Ricard,COM,F72027109,879713,4938362,SH,,SOLE,,4720557,0,217805
PZ Cussons PLC,COM,G6850S109,37,15000,SH,,SOLE,,15000,0,0
Reckitt Benckiser Group PLC,COM,G74079107,1596,20417,SH,,SOLE,,13417,0,7000
Roche Holding AG,COM,H69293217,226,775,SH,,SOLE,,775,0,0
Shiseido Co Ltd,COM,J74358144,279,3500,SH,,SOLE,,3500,0,0
Swedish Match AB,COM,W92277115,8945,216025,SH,,SOLE,,214750,0,1275
The Swatch Group AG-BR,COM,H83949141,288777,1087030,SH,,SOLE,,1038814,0,48216
Unilever NV,COM,N8981F289,2345,39000,SH,,SOLE,,39000,0,0
