NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE,SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
Danone ADR,COM,23636T100,6523,517905,SH,,SOLE,,454180,0,63725
Diageo PLC Sponsored ADR,COM,25243q205,50537,468851,SH,,SOLE,,430751,0,38100
Disney Walt Productions,COM,254687106,496,4850,SH,,SOLE,,3900,0,950
Dover Corp,COM,260003108,4037,70606,SH,,SOLE,,60306,0,10300
Du Pont E I De Nemours,COM,263534109,1948,40408,SH,,SOLE,,40408,0,0
Exxon Mobil Corp,COM,30231g102,12368,166346,SH,,SOLE,,155924,0,10422
Fomento Economico Mex Sp ADR,COM,344419106,10586,118615,SH,,SOLE,,98315,0,20300
Fulton Finl Corp,COM,360271100,472,39030,SH,,SOLE,,29030,0,10000
General Dynamics Corp,COM,369550108,221,1600,SH,,SOLE,,1600,0,0
General Electric,COM,369604103,266,10546,SH,,SOLE,,10546,0,0
Goldman Sachs Group Inc,COM,38141g104,1806,10393,SH,,SOLE,,9993,0,400
Heartland Express Inc,COM,422347104,249,12499,SH,,SOLE,,10499,0,2000
Heineken NV Spons ADR,COM,423012301,1735,43037,SH,,SOLE,,43037,0,0
Herman Miller Inc,COM,600544100,8947,310227,SH,,SOLE,,278977,0,31250
Hormel Foods Corp,COM,440452100,6589,104069,SH,,SOLE,,88875,0,15194
I B M,COM,459200101,1347,9290,SH,,SOLE,,9170,0,120
Lamar Advertising Co-A,COM,512816109,885,16960,SH,,SOLE,,16960,0,0
Markel Corp,COM,570535104,12526,15621,SH,,SOLE,,14066,0,1555
Martin Marietta Materials,COM,573284106,314617,2070527,SH,,SOLE,,1949961,0,120566
Mastercard Inc Cl A,COM,57636q104,894946,9930607,SH,,SOLE,,9388278,0,542329
McCormick Inc,COM,579780206,3440,41855,SH,,SOLE,,35055,0,6800
McDonalds Corp,COM,580135101,359,3645,SH,,SOLE,,3645,0,0
Microsoft Corp,COM,594918104,2189,49450,SH,,SOLE,,48650,0,800
Nestle SA-Spons ADR,COM,641069406,1182899,15778992,SH,,SOLE,,14929954,0,849038
Outfront Media Inc,COM,69007j106,2155,103592,SH,,SOLE,,86017,0,17575
Pepsico Inc,COM,713448108,3752,39793,SH,,SOLE,,39493,0,300
Pernod-Ricard SA-Unspon ADR,COM,714264207,1118,55550,SH,,SOLE,,55550,0,0
Philip Morris International In,COM,718172109,831369,10479882,SH,,SOLE,,10014636,0,465247
Pioneer Nat Res,COM,723787107,328,2700,SH,,SOLE,,2700,0,0
PNC Bank Corp,COM,693475105,1601,17944,SH,,SOLE,,16277,0,1667
Praxair Inc,COM,74005p104,1105,10850,SH,,SOLE,,9350,0,1500
Precision Castparts Corp,COM,740189105,7080,30820,SH,,SOLE,,29370,0,1450
Procter & Gamble,COM,742718109,6980,97027,SH,,SOLE,,85127,0,11900
Royal Dutch Shell PLC ADR A,COM,780259206,3021,63745,SH,,SOLE,,51590,0,12155
SABMiller PLC Sponsored ADR,COM,78572m105,1507,26625,SH,,SOLE,,26625,0,0
Scripps Networks Interactive C,COM,811065101,61283,1245833,SH,,SOLE,,1179682,0,66151
Unilever NV ADR,COM,904784709,568650,14145516,SH,,SOLE,,13380530,0,764986
Union Pac Corp,COM,907818108,222,2510,SH,,SOLE,,2510,0,0
US Bancorp,COM,902973304,246,6000,SH,,SOLE,,4000,0,2000
Visa Inc Cl A,COM,92826c839,36498,523941,SH,,SOLE,,453057,0,70884
Wal Mart Stores Inc,COM,931142103,1263,19474,SH,,SOLE,,16620,0,2854
Wells Fargo,COM,949746101,748452,14575503,SH,,SOLE,,13781931,0,793572
JP Morgan Chase & Co WTS Exp 1,WTS,46634e114,3997,200750,SH,,SOLE,,200750,0,0
M&T Bank Corp Wts Exp 12/23/1,WTS,55261f112,3445,70000,SH,,SOLE,,70000,0,0
Wells Fargo WTS Exp 10/28/18,WTS,949746119,3668,202750,SH,,SOLE,,202750,0,0
A P Moller-Maersk A/S,COM,k0514g135,832,554,SH,,SOLE,,529,0,25
Anheuser-Busch InBev,COM,b6399c107,1589,15000,SH,,SOLE,,15000,0,0
BIC,COM,f10080103,3004,19390,SH,,SOLE,,19090,0,300
Bollore,COM,f10659260,146,30000,SH,,SOLE,,30000,0,0
British American Tobacco PLC,COM,g1510j102,274346,4971592,SH,,SOLE,,4775395,0,196197
Chicago Bridge & Iron Co NV,COM,167250109,419,10575,SH,,SOLE,,9075,0,1500
Cir SPA,COM,t28980125,125,125000,SH,,SOLE,,125000,0,0
Compagnie Financiere Richemont,COM,h25662182,686334,8858871,SH,,SOLE,,8406846,0,452025
Diageo PLC,COM,g42089113,248995,9284318,SH,,SOLE,,8834479,0,449839
Groupe Danone,COM,f12033134,233,3700,SH,,SOLE,,3700,0,0
Hanjaya Mandala Sampoerna,COM,y7121z146,179,34500,SH,,SOLE,,34500,0,0
Heineken Holding NV,COM,n39338194,770947,10854321,SH,,SOLE,,10284290,0,570031
Heineken NV,COM,n39427211,4015,49788,SH,,SOLE,,45763,0,4025
Indivior PLC,COM,g4766e108,96,27982,SH,,SOLE,,20382,0,7600
JC Decaux SA ACT,COM,f5333n100,139872,3868070,SH,,SOLE,,3606791,0,261279
Lindt & Spruengli AG - Reg,COM,h49983176,2335,33,SH,,SOLE,,33,0,0
Loreal SA,COM,f58149133,1108,6400,SH,,SOLE,,6220,0,180
LT Group Inc,COM,y5342m100,32,150000,SH,,SOLE,,150000,0,0
Mylan NV,COM,n59465109,236,5850,SH,,SOLE,,5850,0,0
Nestle SA-REG,COM,h57312649,3097,41310,SH,,SOLE,,41000,0,310
Nielsen Holdings plc ordinary,COM,g6518l108,242,5450,SH,,SOLE,,5450,0,0
Pargesa Holding AG - B,COM,h60477207,1152,19690,SH,,SOLE,,18190,0,1500
Pernod Ricard,COM,f72027109,568605,5648600,SH,,SOLE,,5364998,0,283602
PZ Cussons PLC,COM,g6850s109,66,15000,SH,,SOLE,,15000,0,0
Reckitt Benckiser Group PLC,COM,g74079107,2772,30567,SH,,SOLE,,22842,0,7725
SABMiller PLC,COM,g77395104,681375,12037017,SH,,SOLE,,11440132,0,596885
Schibsted A/S CL A,COM,r75677105,208,6150,SH,,SOLE,,6150,0,0
Swedish Match AB,COM,w92277115,9417,312549,SH,,SOLE,,300499,0,12050
The Swatch Group AG-BR,COM,h83949141,39726,107524,SH,,SOLE,,96163,0,11361
Unilever NV,COM,n8981f271,1502,37500,SH,,SOLE,,37500,0,0
