NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE,SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
Pepsico Inc,COM,713448108,3997,42264,SH,,SOLE,,41689,0,575
Pernod-Ricard SA-Unspon ADR,COM,714264207,1435,64250,SH,,SOLE,,64250,0,0
Philip Morris International In,COM,718172109,804233,9873952,SH,,SOLE,,9410754,0,463198
Pioneer Nat Res,COM,723787107,402,2700,SH,,SOLE,,2700,0,0
PNC Bank Corp,COM,693475105,1728,18944,SH,,SOLE,,17277,0,1667
Praxair Inc,COM,74005p104,1542,11900,SH,,SOLE,,10400,0,1500
Precision Castparts Corp,COM,740189105,5947,24690,SH,,SOLE,,23690,0,1000
Procter & Gamble,COM,742718109,10242,112437,SH,,SOLE,,99562,0,12875
Royal Dutch Shell PLC ADR A,COM,780259206,4690,70045,SH,,SOLE,,58150,0,11895
SABMiller PLC Sponsored ADR,COM,78572m105,1570,29950,SH,,SOLE,,29950,0,0
Schlumberger LTD,COM,806857108,246,2875,SH,,SOLE,,2875,0,0
Scripps Networks Interactive C,COM,811065101,94475,1255149,SH,,SOLE,,1186460,0,68689
Susquehanna Bancshrs Inc,COM,869099101,188,14000,SH,,SOLE,,14000,0,0
Swiss Helvetia FD Inc,COM,870875101,792,71097,SH,,SOLE,,71097,0,0
Unilever NV ADR,COM,904784709,546577,14000433,SH,,SOLE,,13259238,0,741195
Union Pac Corp,COM,907818108,325,2730,SH,,SOLE,,2730,0,0
Visa Inc Cl A,COM,92826c839,30054,114624,SH,,SOLE,,101099,0,13525
Wal Mart Stores Inc,COM,931142103,1770,20609,SH,,SOLE,,17855,0,2754
Wells Fargo,COM,949746101,800784,14607509,SH,,SOLE,,13810949,0,796560
JP Morgan Chase & Co WTS Exp 1,WTS,46634e114,3760,180750,SH,,SOLE,,180750,0,0
M&T Bank Corp Wts Exp 12/23/1,WTS,55261f112,3178,61500,SH,,SOLE,,61500,0,0
Wells Fargo WTS Exp 10/28/18,WTS,949746119,3797,177750,SH,,SOLE,,177750,0,0
A P Moller-Maersk A/S,COM,k0514g135,1115,571,SH,,SOLE,,546,0,25
Anheuser-Busch InBev,COM,b6399c107,1704,15000,SH,,SOLE,,15000,0,0
BIC,COM,f10080103,2675,20125,SH,,SOLE,,19825,0,300
Bollore,COM,f10659260,137,30000,SH,,SOLE,,30000,0,0
British American Tobacco PLC,COM,g1510j102,266846,4889618,SH,,SOLE,,4681713,0,207905
Chicago Bridge & Iron Co NV,COM,167250109,505,12025,SH,,SOLE,,9825,0,2200
Cir SPA,COM,t28980125,132,125000,SH,,SOLE,,125000,0,0
Compagnie Financiere Richemont,COM,h25662182,710970,7914743,SH,,SOLE,,7521448,0,393295
Diageo PLC,COM,g42089113,248700,8628560,SH,,SOLE,,8207390,0,421170
Groupe Danone,COM,f12033134,244,3700,SH,,SOLE,,3700,0,0
Hanjaya Mandala Sampoerna,COM,y7121z146,165,30000,SH,,SOLE,,30000,0,0
Heineken Holding NV,COM,n39338194,674220,10729489,SH,,SOLE,,10170794,0,558695
Heineken NV,COM,n39427211,3709,51991,SH,,SOLE,,47763,0,4228
Indivior PLC,COM,g4766e108,71,30357,SH,,SOLE,,22732,0,7625
JC Decaux SA ACT,COM,f5333n100,50948,1473971,SH,,SOLE,,1332081,0,141890
Lindt & Spruengli AG - Reg,COM,h49983176,1966,34,SH,,SOLE,,34,0,0
Loreal SA,COM,f58149133,1200,7120,SH,,SOLE,,6940,0,180
LT Group Inc,COM,y5342m100,41,150000,SH,,SOLE,,150000,0,0
Nestle SA-REG,COM,h57312649,3786,51310,SH,,SOLE,,51000,0,310
Nielsen NV,COM,n63218106,219,4900,SH,,SOLE,,4900,0,0
Pargesa Holding AG - B,COM,h60477207,1578,20250,SH,,SOLE,,18750,0,1500
Pernod Ricard,COM,f72027109,591333,5296807,SH,,SOLE,,5036089,0,260718
PZ Cussons PLC,COM,g6850s109,72,15000,SH,,SOLE,,15000,0,0
Reckitt Benckiser Group PLC,COM,g74079107,2470,30402,SH,,SOLE,,22777,0,7625
SABMiller PLC,COM,g77395104,611469,11667753,SH,,SOLE,,11094222,0,573531
Schibsted A/S,COM,r75677105,393,6150,SH,,SOLE,,6150,0,0
Swedish Match AB,COM,w92277115,10361,328024,SH,,SOLE,,311874,0,16150
The Swatch Group AG-BR,COM,h83949141,32789,72971,SH,,SOLE,,66437,0,6534
Unilever NV,COM,n8981f271,1481,37500,SH,,SOLE,,37500,0,0
