gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,costat,ggroup,gind,gsector,gsubind
12956,20001231,2000,INDL,C,D,STD,IOR,USD,A,4010,401020,40,40102010
12961,20001231,2000,INDL,C,D,STD,IWSM,USD,I,3510,351020,35,35102020
12964,20001231,2000,INDL,C,D,STD,CDZI,USD,A,5510,551040,55,55104010
12972,20000930,2000,INDL,C,D,STD,IMKTA,USD,A,3010,301010,30,30101030
12976,20100131,2009,INDL,C,D,STD,SHOS,USD,I,2550,255040,25,25504030
12977,20000630,2000,INDL,C,D,STD,DCPI.,USD,I,2540,254010,25,25401030
12978,20101231,2010,INDL,C,D,STD,KRFT,USD,I,3020,302020,30,30202030
12979,20071231,2007,INDL,C,D,STD,MHED,USD,I,2540,254010,25,25401040
12986,20111231,2011,INDL,C,D,STD,KTGDF,CAD,A,1510,151040,15,15104030
12987,20121231,2012,INDL,C,D,STD,XSPA,USD,A,2530,253020,25,25302020
12988,20111231,2011,INDL,C,D,STD,AWGI,USD,A,2520,252010,25,25201040
12990,20121231,2012,INDL,C,D,STD,STTX,USD,A,1010,101020,10,10102020
12992,20000630,2000,INDL,C,D,STD,BLD.2,USD,I,2010,201060,20,20106020
12993,20121231,2012,INDL,C,D,STD,HUSE,USD,I,,,,
12994,20000630,2000,INDL,C,D,STD,EGAS,USD,I,5510,551020,55,55102010
12995,20120630,2012,INDL,C,D,STD,GASE,USD,A,1010,101020,10,10102020
12996,20101231,2010,INDL,C,D,STD,SKDI,USD,A,5020,502020,50,50202020
13003,20001031,2000,INDL,C,D,STD,JOY,USD,I,2010,201060,20,20106010
13010,20000930,2000,INDL,C,D,STD,AMQT,USD,I,4520,452030,45,45203030
13011,20000331,1999,INDL,C,D,STD,NWK,USD,I,4520,452010,45,45201020
13013,20001031,2000,INDL,C,D,STD,SYNO,USD,I,3510,351010,35,35101010
13018,20001031,2000,INDL,C,D,STD,PSSS.,USD,I,4020,402010,40,40201020
13025,20000930,2000,INDL,C,D,STD,AD,USD,I,2540,254010,25,25401040
13027,20001231,2000,INDL,C,D,STD,0097A,USD,I,2020,202010,20,20201050
13030,20001231,2000,INDL,C,D,STD,SEMUF,USD,A,4020,402010,40,40201030
13032,20001231,2000,INDL,C,D,STD,CSH,USD,I,4020,402020,40,40202010
13034,20001031,2000,INDL,C,D,STD,3NAVH,USD,I,2030,203050,20,20305010
13037,20111231,2011,INDL,C,D,STD,ONDOF,USD,I,1010,101020,10,10102020
13038,20121130,2012,INDL,C,D,STD,NDP,USD,A,,,,
13041,20001231,2000,INDL,C,D,STD,SNV,USD,A,4010,401010,40,40101015
13046,20000630,2000,INDL,C,D,STD,DLWI,USD,I,2520,252030,25,25203030
13054,20001231,2000,INDL,C,D,STD,NCF,USD,I,4010,401010,40,40101015
13062,20001231,2000,INDL,C,D,STD,EPGRQ,USD,I,5510,551050,55,55105010
13065,20001231,2000,INDL,C,D,STD,EQUI,USD,I,4020,402010,40,40201040
13067,20000630,2000,INDL,C,D,STD,ITN,USD,I,2550,255040,25,25504020
13071,20001031,2000,INDL,C,D,STD,RDNT,USD,A,3510,351020,35,35102015
13075,20001231,2000,INDL,C,D,STD,PFGI.,USD,I,4010,401010,40,40101015
13089,20110831,2011,INDL,C,D,STD,SMS.,CAD,A,2020,202010,20,20201070
13092,20000930,2000,INDL,C,D,STD,JACK,USD,A,2530,253010,25,25301040
13099,20001231,2000,INDL,C,D,STD,3FTLAQ,USD,I,2520,252030,25,25203010
13106,20130331,2012,INDL,C,D,STD,RCHA,USD,A,3520,352010,35,35201010
13110,20001231,2000,INDL,C,D,STD,CAHR,USD,I,3510,351020,35,35102020
13114,20001231,2000,INDL,C,D,STD,FNF.1,USD,I,4030,403010,40,40301040
13123,20000930,2000,INDL,C,D,STD,3CYPC,USD,I,3510,351010,35,35101010
13124,20001231,2000,INDL,C,D,STD,NHP,USD,I,4040,404020,40,40402070
13125,20001231,2000,INDL,C,D,STD,PEAK,USD,A,6010,601010,60,60101050
13128,20000731,2000,INDL,C,D,STD,EEI,USD,I,2020,202010,20,20201050
13135,20001231,2000,INDL,C,D,STD,YRK,USD,I,2010,201020,20,20102010
13139,20000831,2000,INDL,C,D,STD,5872B,USD,I,2550,255040,25,25504060
13141,20001231,2000,INDL,C,D,STD,GPKUF,USD,A,4020,402030,40,40203010
13142,20001231,2000,INDL,C,D,STD,CMO,USD,A,4020,402040,40,40204010
13145,20000331,1999,INDL,C,D,STD,ICAGY,USD,A,2030,203020,20,20302010
13151,20001231,2000,INDL,C,D,STD,IND.3,USD,I,4040,404010,40,40401010
13155,20001231,2000,INDL,C,D,STD,MRGO,USD,I,3020,302020,30,30202010
13158,20001231,2000,INDL,C,D,STD,EEX.1,USD,I,1010,101020,10,10102020
13163,20000331,1999,INDL,C,D,STD,PARL,USD,I,3030,303020,30,30302010
13166,20001231,2000,INDL,C,D,STD,IDMCQ,USD,I,4010,401020,40,40102010
13169,20001231,2000,INDL,C,D,STD,ADGI,USD,I,2010,201010,20,20101010
13170,20000331,1999,INDL,C,D,STD,TNEX,USD,I,2020,202010,20,20201070
13172,20000831,2000,INDL,C,D,STD,OCLG,USD,A,3510,351020,35,35102015
13174,20001231,2000,INDL,C,D,STD,TGE.3,USD,I,1010,101010,10,10101020
13176,20000229,1999,INDL,C,D,STD,SOTK,USD,A,4520,452030,45,45203010
13183,20001231,2000,INDL,C,D,STD,FORLQ,USD,I,1010,101020,10,10102020
13184,20001231,2000,INDL,C,D,STD,CYTR,USD,A,3520,352010,35,35201010
13185,20000930,2000,INDL,C,D,STD,3MNTCE,CAD,I,4520,452010,45,45201020
13186,20130331,2012,INDL,C,D,STD,AIZY,USD,I,,,,
13187,20001231,2000,INDL,C,D,STD,EACO.1,USD,I,4040,404030,40,40403020
13188,20001231,2000,INDL,C,D,STD,CCAA,USD,I,2530,253010,25,25301020
13189,20001231,2000,INDL,C,D,STD,CDR,USD,A,6010,601010,60,60101070
13193,20001231,2000,INDL,C,D,STD,BUTLQ,USD,I,2020,202020,20,20202010
13198,20000630,2000,INDL,C,D,STD,SAFE.1,USD,I,3510,351010,35,35101010
13199,20001231,2000,INDL,C,D,STD,CPFR,USD,I,2520,252020,25,25202020
13200,20001031,2000,INDL,C,D,STD,PLAB,USD,A,4530,453010,45,45301010
13201,20000630,2000,INDL,C,D,STD,CEXP,USD,I,2030,203040,20,20304020
13204,20001231,2000,INDL,C,D,STD,FSH.2,USD,I,3520,352030,35,35203010
13212,20111231,2011,INDL,C,D,STD,3JNZZ,USD,I,4040,404010,40,40401010
13219,20001231,2000,INDL,C,D,STD,MMAN,USD,I,2010,201060,20,20106020
13227,20001231,2000,INDL,C,D,STD,LAUR.2,USD,I,2530,253020,25,25302010
13228,20000630,2000,INDL,C,D,STD,TOTL.1,USD,I,2540,254010,25,25401010
13235,20001231,2000,INDL,C,D,STD,ICCC,USD,A,3520,352010,35,35201010
13239,20000229,1999,INDL,C,D,STD,KRMD,USD,A,3510,351010,35,35101010
13241,20000930,2000,INDL,C,D,STD,MESAQ,USD,I,2030,203020,20,20302010
13245,20101231,2010,INDL,C,D,STD,HJOE,USD,I,3030,303020,30,30302010
13251,20001231,2000,INDL,C,D,STD,BRST,USD,A,6010,601020,60,60102020
13252,20110930,2011,INDL,C,D,STD,GLGDF,CAD,A,1510,151040,15,15104040
13259,20001231,2000,INDL,C,D,STD,AIPN,USD,I,1010,101020,10,10102030
13282,20001231,2000,INDL,C,D,STD,ORGG.,USD,I,3520,352010,35,35201010
13284,20000331,1999,INDL,C,D,STD,BERS,USD,I,1510,151030,15,15103010
13286,20001231,2000,INDL,C,D,STD,CRTO.1,USD,I,4520,452010,45,45201020
13288,20001231,2000,INDL,C,D,STD,RCPIQ,USD,A,3520,352020,35,35202010
13289,20000630,2000,INDL,C,D,STD,CFNB,USD,A,4010,401010,40,40101015
13292,20000131,1999,INDL,C,D,STD,CMALQ,USD,I,2550,255040,25,25504010
13311,20001231,2000,INDL,C,D,STD,DEVC,USD,I,2020,202010,20,20201080
13312,20000531,1999,INDL,C,D,STD,BHP,USD,A,1510,151040,15,15104020
13316,20000930,2000,INDL,C,D,STD,CMPD,USD,A,3510,351030,35,35103010
13318,20001231,2000,INDL,C,D,STD,MIKL,USD,I,3020,302020,30,30202030
13323,20001031,2000,INDL,C,D,STD,SAFM,USD,A,3020,302020,30,30202030
13326,20000229,1999,INDL,C,D,STD,TOPP.1,USD,I,3010,301010,30,30101020
13328,20000131,1999,INDL,C,D,STD,CHHP.1,USD,I,2010,201040,20,20104010
13329,20000331,1999,INDL,C,D,STD,STXN,USD,I,4520,452010,45,45201020
13332,20000630,2000,INDL,C,D,STD,CMD.2,USD,I,3510,351010,35,35101010
13334,20001231,2000,INDL,C,D,STD,VOQP,USD,A,3520,352020,35,35202010
13339,20000131,1999,INDL,C,D,STD,ONPRQ,USD,I,2550,255040,25,25504010
13340,20001231,2000,INDL,C,D,STD,HOST,USD,I,2530,253010,25,25301020
13341,20001231,2000,INDL,C,D,STD,PGR,USD,A,4030,403010,40,40301040
13342,20001231,2000,INDL,C,D,STD,RLI,USD,A,4030,403010,40,40301040
13344,20000229,1999,INDL,C,D,STD,3HDHL,USD,I,4020,402030,40,40203020
13346,20000131,1999,INDL,C,D,STD,MSOF,USD,I,4510,451030,45,45103010
13351,20001231,2000,INDL,C,D,STD,NSTLQ,USD,I,1510,151040,15,15104050
13353,20001231,2000,INDL,C,D,STD,WEC2,USD,A,5510,551010,55,55101010
13354,20001130,2000,INDL,C,D,STD,VOXX,USD,A,2520,252010,25,25201010
13358,20100630,2010,INDL,C,D,STD,BNTRF,CAD,A,1510,151040,15,15104020
13360,20111231,2011,INDL,C,D,STD,STCB,USD,A,2550,255020,25,25502020
13362,20120131,2011,INDL,C,D,STD,NAKD.1,USD,I,2520,252030,25,25203010
13365,20000630,2000,INDL,C,D,STD,BRL,USD,I,3520,352020,35,35202010
13368,20001231,2000,INDL,C,D,STD,NDCP,USD,I,4520,452020,45,45202020
13369,20001231,2000,INDL,C,D,STD,KOMG,USD,I,4520,452020,45,45202020
13370,20000930,2000,INDL,C,D,STD,EINF,USD,A,4510,451030,45,45103010
13373,20001231,2000,INDL,C,D,STD,SECT.,USD,I,4520,452010,45,45201020
13375,20001231,2000,INDL,C,D,STD,GNCMA,USD,I,5010,501010,50,50101020
13378,20000131,1999,INDL,C,D,STD,FIBR.1,USD,I,4520,452010,45,45201020
13379,20000630,2000,INDL,C,D,STD,MHDG.,USD,I,1510,151040,15,15104050
13380,20000131,1999,INDL,C,D,STD,SKS,USD,I,2550,255030,25,25503010
13381,20000131,1999,INDL,C,D,STD,DXLG,USD,A,2550,255040,25,25504010
13382,20000331,1999,INDL,C,D,STD,DIRX,USD,I,4020,402010,40,40201040
13392,20000531,1999,INDL,C,D,STD,NWBD,USD,A,4520,452030,45,45203030
13397,20001231,2000,INDL,C,D,STD,FHCC,USD,I,3510,351020,35,35102030
13400,20000131,1999,INDL,C,D,STD,ASM,CAD,A,1510,151040,15,15104040
13401,20001231,2000,INDL,C,D,STD,MDG,USD,I,1510,151040,15,15104030
13406,20001231,2000,INDL,C,D,STD,CCC.1,USD,I,1510,151010,15,15101010
13407,20001231,2000,INDL,C,D,STD,3WMANQ,USD,I,1510,151010,15,15101010
13409,20001231,2000,INDL,C,D,STD,SWTX.1,USD,I,1510,151010,15,15101010
13410,20000630,2000,INDL,C,D,STD,DTEK,USD,I,4520,452030,45,45203010
13411,20000630,2000,INDL,C,D,STD,PHTO,USD,I,2520,252020,25,25202020
13412,20000331,1999,INDL,C,D,STD,IMPX,USD,I,4530,453010,45,45301020
13418,20000930,2000,INDL,C,D,STD,UNO,USD,I,2530,253010,25,25301040
13421,20001231,2000,INDL,C,D,STD,CDNS,USD,A,4510,451030,45,45103010
13422,20001231,2000,INDL,C,D,STD,3HLIS,USD,I,3510,351020,35,35102010
13424,20001231,2000,INDL,C,D,STD,TMSG,USD,I,2020,202010,20,20201080
13427,20001231,2000,INDL,C,D,STD,BRK1,USD,A,5510,551030,55,55103010
13428,20081231,2008,INDL,C,D,STD,BRK2,USD,A,5510,551010,55,55101010
13431,20001231,2000,INDL,C,D,STD,BRY,USD,A,1010,101020,10,10102020
13432,20001231,2000,INDL,C,D,STD,BDCO.1,USD,I,1010,101020,10,10102040
13437,20000229,1999,INDL,C,D,STD,GNXE,USD,I,2540,254010,25,25401030
13439,20001231,2000,INDL,C,D,STD,CGUL,USD,I,2510,251010,25,25101010
13440,20001231,2000,INDL,C,D,STD,LVLT,USD,I,5010,501010,50,50101010
13442,20000331,1999,INDL,C,D,STD,EWTLQ,USD,I,4520,452010,45,45201020
13443,20001031,2000,INDL,C,D,STD,XETA,USD,I,4510,451020,45,45102010
13453,20001231,2000,INDL,C,D,STD,OPY,USD,A,4020,402030,40,40203020
13456,20111231,2011,INDL,C,D,STD,GVHIB,USD,A,3020,302020,30,30202030
13460,20111231,2011,INDL,C,D,STD,PED,USD,A,1010,101020,10,10102020
13463,20001231,2000,INDL,C,D,STD,3KMKCF,CAD,I,1510,151040,15,15104020
13467,20001231,2000,INDL,C,D,STD,AVE.2,USD,I,3520,352020,35,35202010
13470,20001231,2000,INDL,C,D,STD,WATFZ,USD,I,2520,252010,25,25201050
13471,20000331,1999,INDL,C,D,STD,3CECN,USD,I,2520,252010,25,25201030
13472,20001031,2000,INDL,C,D,STD,MMTC,USD,A,2010,201060,20,20106020
13474,20001231,2000,INDL,C,D,STD,CNXS.1,USD,I,3520,352020,35,35202010
13479,20000131,1999,INDL,C,D,STD,SHRPQ,USD,I,2550,255040,25,25504040
13480,20001231,2000,INDL,C,D,STD,EBIX,USD,A,4510,451030,45,45103010
13481,20000630,2000,INDL,C,D,STD,BCAS,USD,I,4510,451010,45,45101010
13483,20001031,2000,INDL,C,D,STD,ECGN,USD,I,3520,352010,35,35201010
13484,20001231,2000,INDL,C,D,STD,SNGX,USD,A,3520,352010,35,35201010
13497,20000331,1999,INDL,C,D,STD,VKSI,USD,I,4520,452010,45,45201020
13498,20001130,2000,INDL,C,D,STD,CCL,USD,A,2530,253010,25,25301020
13503,20000331,1999,INDL,C,D,STD,MKTSQ.,USD,I,2550,255010,25,25501010
13505,20000331,1999,INDL,C,D,STD,DRJ,USD,I,2550,255040,25,25504040
13506,20000131,1999,INDL,C,D,STD,0189A,USD,A,2550,255020,25,25502020
13509,20001231,2000,INDL,C,D,STD,USV.2,USD,I,4040,404010,40,40401010
13510,20001231,2000,INDL,C,D,STD,DRE,USD,A,6010,601010,60,60101020
13512,20001231,2000,INDL,C,D,STD,GNTRF,CAD,I,4040,404030,40,40403020
13514,20001231,2000,INDL,C,D,STD,AIRL,USD,I,2010,201070,20,20107010
13516,20001231,2000,INDL,C,D,STD,BWLR,CAD,I,1510,151040,15,15104020
13520,20001231,2000,INDL,C,D,STD,CMCL,CAD,A,1510,151040,15,15104030
13525,20001231,2000,INDL,C,D,STD,FILE,USD,I,4510,451030,45,45103010
13526,20001231,2000,INDL,C,D,STD,BPL,USD,I,1010,101020,10,10102040
13531,20000131,1999,INDL,C,D,STD,HKFIQ,USD,I,2550,255040,25,25504040
13532,20001231,2000,INDL,C,D,STD,MGP.2,USD,I,4030,403010,40,40301040
13537,20000930,2000,INDL,C,D,STD,ADGR,USD,I,1510,151040,15,15104010
13540,20111231,2011,INDL,C,D,STD,WWAV,USD,I,3020,302020,30,30202030
13542,20001231,2000,INDL,C,D,STD,PLP.2,USD,I,1510,151010,15,15101030
13550,20001231,2000,INDL,C,D,STD,NNUTU,USD,A,3020,302020,30,30202010
13551,20001231,2000,INDL,C,D,STD,3INLN,USD,I,1010,101020,10,10102020
13552,20001231,2000,INDL,C,D,STD,IGLPA,USD,I,4040,404030,40,40403010
13554,20001231,2000,INDL,C,D,STD,TBL,USD,I,2520,252030,25,25203020
13556,20001231,2000,INDL,C,D,STD,THLEY,USD,A,2010,201010,20,20101010
13557,20001231,2000,INDL,C,D,STD,GFR,USD,I,4030,403010,40,40301020
13558,20001231,2000,INDL,C,D,STD,WSCRF,CAD,A,1510,151040,15,15104020
13561,20001231,2000,INDL,C,D,STD,MBI,USD,A,4030,403010,40,40301040
13562,20001231,2000,INDL,C,D,STD,BDN,USD,A,6010,601010,60,60101040
13569,20001231,2000,INDL,C,D,STD,AIGI,USD,I,4020,402030,40,40203020
13570,20001231,2000,INDL,C,D,STD,MIDD,USD,A,2010,201060,20,20106020
13572,20001231,2000,INDL,C,D,STD,TUG,USD,I,1010,101020,10,10102040
13579,20001231,2000,INDL,C,D,STD,EQC,USD,A,6010,601010,60,60101040
13580,20001231,2000,INDL,C,D,STD,UHT,USD,A,6010,601010,60,60101050
13582,20001231,2000,INDL,C,D,STD,CPSH,USD,A,4520,452030,45,45203015
13590,20000630,2000,INDL,C,D,STD,KIDS.,USD,I,2020,202010,20,20201030
13593,20001231,2000,INDL,C,D,STD,PMDL,USD,I,3510,351010,35,35101010
13597,20001231,2000,INDL,C,D,STD,ZNT,USD,I,4030,403010,40,40301040
13599,20001231,2000,INDL,C,D,STD,CELG,USD,I,3520,352010,35,35201010
13602,20000430,1999,INDL,C,D,STD,CRMT,USD,A,2550,255040,25,25504050
13608,20001231,2000,INDL,C,D,STD,PCTL.1,USD,I,4520,452010,45,45201020
13610,20001231,2000,INDL,C,D,STD,JPYHF,CAD,I,2540,254010,25,25401030
13611,20000131,1999,INDL,C,D,STD,SEC,USD,I,2010,201060,20,20106010
13614,20000531,1999,INDL,C,D,STD,NDB,USD,I,4020,402010,40,40201020
13616,20000930,2000,INDL,C,D,STD,SECMZ,USD,I,2010,201060,20,20106020
13619,20000331,1999,INDL,C,D,STD,ABMD,USD,A,3510,351010,35,35101010
13623,20001231,2000,INDL,C,D,STD,CNMD,USD,A,3510,351010,35,35101010
13625,20001231,2000,INDL,C,D,STD,SIZ.1,USD,I,4040,404020,40,40402010
13630,20001231,2000,INDL,C,D,STD,EDAC,USD,I,2010,201010,20,20101010
13631,20000930,2000,INDL,C,D,STD,GRST,USD,A,3510,351020,35,35102020
13633,20001231,2000,INDL,C,D,STD,KORIY,USD,I,2010,201050,20,20105010
13634,20000331,1999,INDL,C,D,STD,XIDEQ,USD,I,2510,251010,25,25101010
13636,20001231,2000,INDL,C,D,STD,4666B,USD,I,2020,202010,20,20201030
13639,20000731,2000,INDL,C,D,STD,NLMP,USD,A,5020,502020,50,50202010
13645,20001231,2000,INDL,C,D,STD,SEMIQ,USD,I,2550,255010,25,25501010
13646,20000131,1999,INDL,C,D,STD,TIF,USD,A,2550,255040,25,25504040
13649,20000930,2000,INDL,C,D,STD,NHLD,USD,A,4020,402030,40,40203020
13655,20121231,2012,INDL,C,D,STD,QEH,USD,I,,,,
13657,20001231,2000,INDL,C,D,STD,AIQ.1,USD,I,3510,351020,35,35102015
13664,20101231,2010,INDL,C,D,STD,GLIBA,USD,A,5010,501010,50,50101010
13665,20110331,2010,INDL,C,D,STD,HBK,USD,I,4010,401020,40,40102010
13670,20000531,1999,INDL,C,D,STD,3INTK,USD,I,4520,452030,45,45203010
13671,20111231,2011,INDL,C,D,STD,ETEK,USD,A,1510,151010,15,15101010
13678,20121231,2012,INDL,C,D,STD,ANGYF,CAD,I,1010,101020,10,10102020
13679,20130630,2013,INDL,C,D,STD,ARCW,USD,A,2010,201060,20,20106020
13680,20001231,2000,INDL,C,D,STD,ATPL,USD,I,1510,151010,15,15101010
13683,20001231,2000,INDL,C,D,STD,TEF,USD,A,5010,501010,50,50101020
13684,20101231,2010,INDL,C,D,STD,LINT.CM,USD,A,2550,255020,25,25502010
13686,20001231,2000,INDL,C,D,STD,3XXFPL,USD,I,4040,404010,40,40401020
13693,20000229,1999,INDL,C,D,STD,LVC,USD,I,2550,255020,25,25502010
13695,20121231,2012,INDL,C,D,STD,MDIV,USD,A,,,,
13696,20121231,2012,INDL,C,D,STD,TDIV,USD,A,,,,
13699,20001231,2000,INDL,C,D,STD,SVEIA,USD,I,2010,201060,20,20106020
13700,20001231,2000,INDL,C,D,STD,XRAY,USD,A,3510,351010,35,35101020
13704,20001231,2000,INDL,C,D,STD,UGNEQ,USD,I,3520,352010,35,35201010
13709,20001231,2000,INDL,C,D,STD,IEP,USD,A,2010,201050,20,20105010
13710,20001231,2000,INDL,C,D,STD,FUN,USD,A,2530,253010,25,25301030
13712,20001231,2000,INDL,C,D,STD,6685B,USD,A,1510,151040,15,15104010
13714,20001231,2000,INDL,C,D,STD,VIAC,USD,A,5020,502010,50,50201020
13716,20001231,2000,INDL,C,D,STD,BNP.2,USD,I,4040,404020,40,40402050
13720,20111231,2011,INDL,C,D,STD,ASN.2,USD,I,4040,404020,40,40402050
13721,20101231,2010,INDL,C,D,STD,ZTS,USD,A,3520,352020,35,35202010
13730,20001231,2000,INDL,C,D,STD,BSRTZ,USD,I,4040,404010,40,40401010
13733,20001231,2000,INDL,C,D,STD,PMD,USD,A,3510,351020,35,35102015
13736,20121231,2012,INDL,C,D,STD,BBRC,USD,I,,,,
13744,20000630,2000,INDL,C,D,STD,IPUR,USD,I,2520,252010,25,25201050
13748,20121231,2012,INDL,C,D,STD,EMDD,USD,A,,,,
13756,20001231,2000,INDL,C,D,STD,OIVO,USD,I,4520,452030,45,45203010
13758,20000630,2000,INDL,C,D,STD,IFXC,USD,I,4510,451010,45,45101010
13759,20001130,2000,INDL,C,D,STD,MHGU,USD,A,2530,253010,25,25301040
13760,20001231,2000,INDL,C,D,STD,NAMC,USD,I,2010,201020,20,20102010
13765,20000630,2000,INDL,C,D,STD,NAII,USD,A,3030,303020,30,30302010
13776,20001231,2000,INDL,C,D,STD,ANLD,USD,I,4040,404020,40,40402050
13780,20001231,2000,INDL,C,D,STD,USXX,USD,I,4530,453010,45,45301020
13782,20000331,1999,INDL,C,D,STD,LABL,USD,I,2020,202010,20,20201010
13786,20001231,2000,INDL,C,D,STD,HRTX,USD,A,3520,352010,35,35201010
13789,20001231,2000,INDL,C,D,STD,AIRM,USD,I,3510,351020,35,35102015
13794,20000630,2000,INDL,C,D,STD,THMO,USD,A,3510,351010,35,35101010
13798,20001231,2000,INDL,C,D,STD,PZA.2,USD,I,3020,302020,30,30202030
13799,20001231,2000,INDL,C,D,STD,AGIS,USD,I,2540,254010,25,25401010
13800,20000331,1999,INDL,C,D,STD,AFAM,USD,I,3510,351020,35,35102015
13821,20001231,2000,INDL,C,D,STD,YYLRA,USD,I,4040,404030,40,40403020
13824,20000930,2000,INDL,C,D,STD,FICO,USD,A,4510,451030,45,45103010
13825,20111231,2011,INDL,C,D,STD,RMK.,CAD,A,1510,151010,15,15101030
13828,20000930,2000,INDL,C,D,STD,CADA.,USD,I,4510,451030,45,45103020
13831,20001231,2000,INDL,C,D,STD,SDNA,USD,I,4510,451010,45,45101010
13835,20101231,2010,INDL,C,D,STD,RGLS,USD,A,3520,352010,35,35201010
13836,20071231,2007,INDL,C,D,STD,TRLA.2,USD,I,4510,451010,45,45101010
13837,20121231,2012,INDL,C,D,STD,XHD.,CAD,A,,,,
13839,20001231,2000,INDL,C,D,STD,CBM,USD,I,3520,352030,35,35203010
13840,20001231,2000,INDL,C,D,STD,WWCO,USD,I,4520,452010,45,45201020
13842,20000131,1999,INDL,C,D,STD,FTUSQ,USD,I,2550,255030,25,25503020
13843,20000430,1999,INDL,C,D,STD,WEGI,USD,I,2020,202010,20,20201050
13845,20101231,2010,INDL,C,D,STD,CMGE,USD,I,4510,451030,45,45103010
13849,20000229,1999,INDL,C,D,STD,HTAC,USD,I,3510,351020,35,35102015
13853,20001231,2000,INDL,C,D,STD,BFTH,USD,I,2530,253010,25,25301030
13858,20081231,2008,INDL,C,D,STD,FLTX,USD,I,4510,451030,45,45103020
13861,20101231,2010,INDL,C,D,STD,TTSH,USD,A,2550,255040,25,25504030
13864,20000331,1999,INDL,C,D,STD,3GXYF,USD,I,3020,302020,30,30202030
13866,20000131,1999,INDL,C,D,STD,MYR,USD,I,2520,252030,25,25203010
13870,20000229,1999,INDL,C,D,STD,CPHJ,USD,I,2520,252010,25,25201030
13871,20101231,2010,INDL,C,D,STD,SMLP,USD,A,1010,101020,10,10102040
13873,20001231,2000,INDL,C,D,STD,MPML,USD,A,2010,201060,20,20106020
13882,20121231,2012,INDL,C,D,STD,SVLT,USD,A,4530,453010,45,45301010
13886,20151231,2015,INDL,C,D,STD,PTB.,CAD,A,,,,
13888,20111231,2011,INDL,C,D,STD,COOP,USD,A,4010,401020,40,40102010
13902,20001231,2000,INDL,C,D,STD,SDRC.1,USD,I,4510,451030,45,45103010
13906,20000930,2000,INDL,C,D,STD,JOUT,USD,A,2520,252020,25,25202010
13909,20010331,2000,INDL,C,D,STD,ADII,USD,I,4510,451030,45,45103010
13913,20000630,2000,INDL,C,D,STD,GBCS,USD,A,6010,601010,60,60101050
13915,20001231,2000,INDL,C,D,STD,CIIG,USD,I,4520,452020,45,45202020
13916,20000331,1999,INDL,C,D,STD,TMTM,USD,I,5010,501010,50,50101020
13922,20000630,2000,INDL,C,D,STD,NTRC,USD,I,1510,151040,15,15104020
13927,20001231,2000,INDL,C,D,STD,SDP.2,USD,I,2550,255010,25,25501010
13932,20000131,1999,INDL,C,D,STD,3SAMC,USD,A,2520,252030,25,25203010
13935,20121231,2012,INDL,C,D,STD,BTT,USD,A,,,,
13936,20000430,1999,INDL,C,D,STD,ANTS,USD,I,4510,451030,45,45103020
13940,20000331,1999,INDL,C,D,STD,TIGR.3,USD,I,4510,451030,45,45103020
13941,20001231,2000,INDL,C,D,STD,DS.3,USD,I,4520,452050,45,45205020
13942,20001031,2000,INDL,C,D,STD,RVEE,USD,I,2550,255040,25,25504050
13948,20001231,2000,INDL,C,D,STD,CMS1,USD,A,5510,551030,55,55103010
13954,20001231,2000,INDL,C,D,STD,HLY.,CAD,I,2010,201010,20,20101010
13958,20111231,2011,INDL,C,D,STD,GDM.3,USD,I,4010,401010,40,40101010
13962,20000731,2000,INDL,C,D,STD,FGPR,USD,A,5510,551020,55,55102010
13963,20001231,2000,INDL,C,D,STD,VGR,USD,A,3020,302030,30,30203010
13964,20000430,1999,INDL,C,D,STD,DSITY,USD,I,2550,255040,25,25504020
13966,20110630,2011,INDL,C,D,STD,GRYCF,CAD,I,1510,151040,15,15104030
13968,20000831,2000,INDL,C,D,STD,MOF.,CAD,I,,,,
13970,20000831,2000,INDL,C,D,STD,TVAGF,CAD,A,5020,502010,50,50201020
13971,20001231,2000,INDL,C,D,STD,MEOH,USD,A,1510,151010,15,15101010
13973,20051231,2005,INDL,C,D,STD,TRAAF,CAD,I,2030,203040,20,20304020
13976,20001231,2000,INDL,C,D,STD,RNBO,USD,I,4520,452020,45,45202020
13980,20001231,2000,INDL,C,D,STD,9500B,CAD,I,2020,202010,20,20201030
13982,20120229,2011,INDL,C,D,STD,EYCCF,CAD,A,3510,351030,35,35103010
13985,20001231,2000,INDL,C,D,STD,ROMCF,CAD,I,1510,151030,15,15103020
13988,20001231,2000,INDL,C,D,STD,SCHW,USD,A,4020,402030,40,40203020
13990,20001231,2000,INDL,C,D,STD,WRC,USD,I,2520,252030,25,25203010
13992,20001231,2000,INDL,C,D,STD,EXETF,CAD,A,3510,351020,35,35102020
13994,20001231,2000,INDL,C,D,STD,HUSKF,CAD,A,1010,101020,10,10102010
13995,20001231,2000,INDL,C,D,STD,SPZ.1,CAD,I,2010,201010,20,20101010
13997,20001231,2000,INDL,C,D,STD,TORSF,CAD,A,5020,502010,50,50201040
14002,20000831,2000,INDL,C,D,STD,3NRCNA,USD,I,3020,302020,30,30202030
14003,20001231,2000,INDL,C,D,STD,CCHI,USD,A,1510,151040,15,15104030
14005,20000331,1999,INDL,C,D,STD,NMFG,USD,I,4520,452030,45,45203010
