gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,costat,ggroup,gind,gsector,gsubind
2437,20001231,2000,INDL,C,D,STD,TBI.,USD,I,1010,101020,10,10102020
2444,20001231,2000,INDL,C,D,STD,BC,USD,A,2520,252020,25,25202010
2448,20001231,2000,INDL,C,D,STD,MTRN,USD,A,1510,151040,15,15104020
2467,20001231,2000,INDL,C,D,STD,WNMLA,USD,I,4020,402030,40,40203010
2469,20001231,2000,INDL,C,D,STD,3BULV,USD,I,2550,255010,25,25501010
2482,20001231,2000,INDL,C,D,STD,FRTN,USD,A,4520,452010,45,45201020
2484,20000531,1999,INDL,C,D,STD,0015B,USD,A,2550,255040,25,25504010
2485,20120531,2011,INDL,C,D,STD,CXEE,USD,A,2020,202010,20,20201050
2489,20000930,2000,INDL,C,D,STD,3BRLGQ,USD,I,2520,252030,25,25203030
2490,20001231,2000,INDL,C,D,STD,BRK3,USD,A,2030,203040,20,20304010
2497,20001231,2000,INDL,C,D,STD,MTZ,USD,A,2010,201030,20,20103010
2504,20001231,2000,INDL,C,D,STD,UIS,USD,A,4510,451020,45,45102010
2507,20001231,2000,INDL,C,D,STD,EMEX,USD,I,1010,101020,10,10102020
2508,20001231,2000,INDL,C,D,STD,BINDQ.1,USD,I,2520,252010,25,25201020
2518,20001231,2000,INDL,C,D,STD,BBR.,USD,I,2010,201030,20,20103010
2519,20000430,1999,INDL,C,D,STD,BUKS,USD,A,2010,201010,20,20101010
2521,20001231,2000,INDL,C,D,STD,RUNI,USD,A,2010,201060,20,20106020
2526,20000331,1999,INDL,C,D,STD,CAE,CAD,A,2010,201010,20,20101010
2536,20000331,1999,INDL,C,D,STD,RAMP,USD,A,4510,451020,45,45102010
2537,20000630,2000,INDL,C,D,STD,CCBL,USD,I,4520,452010,45,45201020
2538,20001231,2000,INDL,C,D,STD,CDI,USD,I,2020,202020,20,20202010
2547,20001231,2000,FS,C,D,STD,CI,USD,A,3510,351020,35,35102015
2549,20001231,2000,FS,C,D,STD,CIT.1,USD,I,4020,402010,40,40201020
2553,20001231,2000,INDL,C,D,STD,CMI.3,USD,I,2010,201060,20,20106020
2555,20000131,1999,INDL,C,D,STD,CPICQ,USD,I,2530,253020,25,25302020
2556,20001231,2000,INDL,C,D,STD,CSS,USD,I,2520,252010,25,25201050
2558,20001231,2000,INDL,C,D,STD,CNA,USD,A,4030,403010,40,40301040
2561,20000331,1999,INDL,C,D,STD,CPAK,USD,I,1510,151010,15,15101050
2573,20000831,2000,INDL,C,D,STD,CSPI,USD,A,4510,451020,45,45102010
2574,20001231,2000,INDL,C,D,STD,CSX,USD,A,2030,203040,20,20304010
2577,20001231,2000,INDL,C,D,STD,CTS,USD,A,4520,452030,45,45203020
2578,20001231,2000,INDL,C,D,STD,6534C,USD,A,4510,451030,45,45103020
2581,20001231,2000,INDL,C,D,STD,CVV,USD,A,4530,453010,45,45301010
2589,20001231,2000,INDL,C,D,STD,HTRN,USD,I,3510,351010,35,35101010
2593,20000930,2000,INDL,C,D,STD,CBT,USD,A,1510,151010,15,15101010
2595,20001231,2000,INDL,C,D,STD,CACH,USD,A,2550,255040,25,25504010
2596,20000630,2000,INDL,C,D,STD,CACI,USD,A,4510,451020,45,45102010
2597,20001231,2000,INDL,C,D,STD,CDSCY,USD,I,3020,302020,30,30202030
2602,20000630,2000,INDL,C,D,STD,CDMS,USD,I,2540,254010,25,25401040
2606,20000331,1999,INDL,C,D,STD,CAGAQ,USD,I,3020,302020,30,30202030
2615,20000229,1999,INDL,C,D,STD,CAMP,USD,A,4520,452010,45,45201020
2616,20001231,2000,INDL,C,D,STD,SCIO.,USD,I,3520,352010,35,35201010
2618,20001231,2000,INDL,C,D,STD,CAEN,USD,A,1510,151050,15,15105010
2620,20001231,2000,INDL,C,D,STD,0176A,USD,A,4010,401010,40,40101015
2625,20000630,2000,INDL,C,D,STD,ADAP.1,USD,I,4520,452010,45,45201020
2626,20131231,2013,INDL,C,D,STD,KRED,USD,A,3020,302020,30,30202030
2628,20001231,2000,INDL,C,D,STD,CWT,USD,A,5510,551040,55,55104010
2636,20001231,2000,INDL,C,D,STD,CLPO,USD,I,2520,252010,25,25201030
2644,20001231,2000,INDL,C,D,STD,CBEX,USD,I,4520,452020,45,45202020
2662,20001231,2000,INDL,C,D,STD,CBLRF,CAD,A,1510,151040,15,15104020
2663,20000731,2000,INDL,C,D,STD,CPB,USD,A,3020,302020,30,30202030
2665,20000131,1999,INDL,C,D,STD,9887B,CAD,I,4040,404010,40,40401020
2675,20001231,2000,INDL,C,D,STD,MLFNF,CAD,A,3020,302020,30,30202030
2677,20001231,2000,INDL,C,D,STD,CSPLF,CAD,I,1010,101020,10,10102020
2694,20000331,1999,INDL,C,D,STD,BAE,CAD,I,2010,201010,20,20101010
2696,20001231,2000,INDL,C,D,STD,CNI,CAD,A,2030,203040,20,20304010
2697,20001231,2000,INDL,C,D,STD,NXY,CAD,I,1010,101020,10,10102020
2698,20001231,2000,INDL,C,D,STD,CP,CAD,A,2030,203040,20,20304010
2703,20001231,2000,INDL,C,D,STD,CDNAF,CAD,A,2550,255030,25,25503020
2710,20000229,1999,INDL,C,D,STD,STZ,USD,A,3020,302010,30,30201020
2721,20001231,2000,INDL,C,D,STD,CAJ,USD,A,4520,452020,45,45202030
2731,20001231,2000,FS,C,D,STD,PVN,USD,I,4020,402020,40,40202010
2735,20001231,2000,INDL,C,D,STD,CPTP,USD,A,6010,601020,60,60102020
2742,20000331,1999,INDL,C,D,STD,CAO.A,CAD,I,2530,253010,25,25301040
2751,20000630,2000,INDL,C,D,STD,CAH,USD,A,3510,351020,35,35102010
2771,20001231,2000,INDL,C,D,STD,CSL,USD,A,2010,201050,20,20105010
2777,20001231,2000,INDL,C,D,STD,ASWRF,CAD,A,1510,151040,15,15104040
2783,20001231,2000,INDL,C,D,STD,DUK8,USD,A,5510,551010,55,55101010
2785,20001231,2000,INDL,C,D,STD,HPPS,USD,I,2520,252010,25,25201050
2787,20000630,2000,INDL,C,D,STD,CRS,USD,A,1510,151040,15,15104050
2791,20001231,2000,INDL,C,D,STD,TAST1,USD,I,2530,253010,25,25301040
2797,20000331,1999,INDL,C,D,STD,CAR.1,USD,I,3030,303020,30,30302010
2802,20000131,1999,INDL,C,D,STD,CASC.2,USD,I,2010,201060,20,20106010
2803,20000930,2000,INDL,C,D,STD,CGC.2,USD,I,5510,551020,55,55102010
2807,20000430,1999,INDL,C,D,STD,CASY,USD,A,3010,301010,30,30101030
2811,20001231,2000,INDL,C,D,STD,CTAM,USD,A,2010,201070,20,20107010
2812,20001231,2000,INDL,C,D,STD,DOLE,USD,I,3020,302020,30,30202030
2817,20001231,2000,INDL,C,D,STD,CAT,USD,A,2010,201060,20,20106010
2818,20000131,1999,INDL,C,D,STD,CATO,USD,A,2550,255040,25,25504010
2820,20020331,2001,INDL,C,D,STD,CVCO,USD,A,2520,252010,25,25201030
2829,20001031,2000,INDL,C,D,STD,RFIL,USD,A,4520,452030,45,45203020
2831,20000630,2000,INDL,C,D,STD,ABAT,USD,I,2010,201040,20,20104010
2845,20000331,1999,INDL,C,D,STD,CTX.2,USD,I,2520,252010,25,25201030
2849,20001231,2000,FS,C,D,STD,BBVA1,USD,A,4010,401010,40,40101015
2852,20001231,2000,INDL,C,D,STD,CTNR,USD,A,1010,101020,10,10102020
2856,20001231,2000,INDL,C,D,STD,CHG,USD,I,5510,551030,55,55103010
2857,20001231,2000,INDL,C,D,STD,AES2,USD,I,5510,551010,55,55101010
2859,20001231,2000,INDL,C,D,STD,CNL,USD,I,5510,551010,55,55101010
2862,20001231,2000,INDL,C,D,STD,AEP11,USD,A,5510,551010,55,55101010
2865,20001231,2000,INDL,C,D,STD,CSTW,USD,I,2010,201070,20,20107010
2870,20001231,2000,INDL,C,D,STD,CV,USD,I,5510,551010,55,55101010
2883,20001231,2000,INDL,C,D,STD,CRLTS,USD,I,4040,404020,40,40402050
2884,20001231,2000,INDL,C,D,STD,CTL,USD,A,5010,501010,50,50101010
2886,20001231,2000,FS,C,D,STD,KRT,USD,I,4040,404010,40,40401010
2888,20001231,2000,INDL,C,D,STD,CRDN,USD,I,2010,201010,20,20101010
2889,20000630,2000,INDL,C,D,STD,CERB,USD,I,2010,201030,20,20103010
2897,20001031,2000,INDL,C,D,STD,CYDI,USD,A,3520,352010,35,35201010
2903,20000331,1999,INDL,C,D,STD,CHADQ,USD,I,3510,351010,35,35101010
2908,20001231,2000,INDL,C,D,STD,TERA,USD,I,4520,452010,45,45201020
2909,20000331,1999,INDL,C,D,STD,CHLN.1,USD,I,3020,302010,30,30201020
2911,20000930,2000,INDL,C,D,STD,3089B,USD,I,3010,301010,30,30101020
2916,20001231,2000,INDL,C,D,STD,CJHBQ,USD,I,2520,252010,25,25201030
2918,20001231,2000,INDL,C,D,STD,CREB,USD,I,2510,251010,25,25101010
2929,20001231,2000,INDL,C,D,STD,CHAR,USD,I,1010,101020,10,10102020
2938,20000131,1999,INDL,C,D,STD,CHRS.1,USD,I,2550,255040,25,25504010
2940,20000930,2000,INDL,C,D,STD,MGLN,USD,A,3510,351020,35,35102030
2942,20000731,2000,INDL,C,D,STD,CMD,USD,A,3510,351010,35,35101010
2950,20001130,2000,INDL,C,D,STD,CHTT,USD,I,3030,303020,30,30302010
2951,20000930,2000,INDL,C,D,STD,DLPX,USD,A,2010,201060,20,20106020
2953,20001231,2000,INDL,C,D,STD,CKP,USD,I,4520,452030,45,45203010
2955,20000131,1999,INDL,C,D,STD,3CHEF,USD,I,2530,253010,25,25301040
2960,20001231,2000,INDL,C,D,STD,CHE,USD,A,3510,351020,35,35102015
2965,20000630,2000,INDL,C,D,STD,CFA..,USD,I,2520,252030,25,25203010
2968,20001231,2000,FS,C,D,STD,JPM,USD,A,4010,401010,40,40101010
2975,20000229,1999,INDL,C,D,STD,CHER.1,USD,I,2010,201040,20,20104010
2978,20001231,2000,INDL,C,D,STD,VZ4,USD,I,5010,501010,50,50101020
2979,20001231,2000,INDL,C,D,STD,VZ5,USD,I,5010,501010,50,50101020
2980,20001231,2000,INDL,C,D,STD,VZ6,USD,I,5010,501010,50,50101020
2981,20001231,2000,INDL,C,D,STD,VZ7,USD,I,5010,501010,50,50101020
2982,20001231,2000,INDL,C,D,STD,CSKEQ,USD,I,1510,151030,15,15103020
2986,20001231,2000,INDL,C,D,STD,CPK,USD,A,5510,551020,55,55102010
2990,20000930,2000,INDL,C,D,STD,CLSN,USD,A,3520,352010,35,35201010
2991,20001231,2000,INDL,C,D,STD,CVX,USD,A,1010,101020,10,10102010
2999,20001231,2000,INDL,C,D,STD,CVR,USD,A,2010,201060,20,20106020
3002,20001231,2000,INDL,C,D,STD,CFCM,USD,I,1510,151040,15,15104020
3007,20000630,2000,INDL,C,D,STD,EAT,USD,A,2530,253010,25,25301040
3011,20001231,2000,INDL,C,D,STD,CHIR.1,USD,I,3520,352010,35,35201010
3015,20001231,2000,INDL,C,D,STD,CCN.2,USD,I,2540,254010,25,25401020
3024,20001231,2000,INDL,C,D,STD,CB.1,USD,I,4030,403010,40,40301040
3026,20001231,2000,INDL,C,D,STD,CHD,USD,A,3030,303010,30,30301010
3027,20000331,1999,INDL,C,D,STD,1686B,USD,I,4040,404020,40,40402030
3028,20001231,2000,INDL,C,D,STD,CHDN,USD,A,2530,253010,25,25301010
3031,20001231,2000,INDL,C,D,STD,CHYR,USD,I,4520,452030,45,45203010
3033,20001231,2000,INDL,C,D,STD,AES1,USD,I,5510,551010,55,55101010
3036,20001231,2000,INDL,C,D,STD,CBB,USD,A,5010,501010,50,50101020
3039,20001231,2000,INDL,C,D,STD,CIN1,USD,A,5510,551010,55,55101010
3041,20001231,2000,INDL,C,D,STD,MZIAQ,USD,I,2010,201060,20,20106020
3048,20000930,2000,INDL,C,D,STD,CPCI,USD,I,4520,452020,45,45202020
3054,20000229,1999,INDL,C,D,STD,CCTYQ,USD,I,2550,255040,25,25504020
3055,20001231,2000,INDL,C,D,STD,CRLI,USD,A,4520,452030,45,45203010
3062,20000531,1999,INDL,C,D,STD,CTAS,USD,A,2020,202010,20,20201070
3063,20000131,1999,INDL,C,D,STD,MBG.2,USD,I,2530,253010,25,25301010
3066,20001231,2000,FS,C,D,STD,3614B,USD,I,4010,401010,40,40101010
3071,20001231,2000,INDL,C,D,STD,CRBC,USD,I,4010,401010,40,40101015
3082,20001231,2000,INDL,C,D,STD,CYN,USD,I,4010,401010,40,40101015
3087,20000131,1999,INDL,C,D,STD,CLE,USD,I,2550,255040,25,25504040
3093,20001130,2000,INDL,C,D,STD,CLC,USD,I,2010,201060,20,20106020
3099,20001231,2000,INDL,C,D,STD,3CLRY,USD,I,2010,201040,20,20104010
3103,20000630,2000,INDL,C,D,STD,CMH,USD,I,2520,252010,25,25201030
3105,20001231,2000,INDL,C,D,STD,IHRT,USD,A,5020,502010,50,50201020
3107,20001231,2000,INDL,C,D,STD,CLF,USD,A,1510,151040,15,15104050
3114,20001231,2000,INDL,C,D,STD,3NTLOQ,USD,I,5010,501010,50,50101020
3116,20000331,1999,INDL,C,D,STD,CLDA,USD,I,3520,352010,35,35201010
3121,20000630,2000,INDL,C,D,STD,CLX,USD,A,3030,303010,30,30301010
3126,20001231,2000,INDL,C,D,STD,COHM,USD,I,2520,252010,25,25201030
3129,20001231,2000,INDL,C,D,STD,CRV,USD,I,2550,255010,25,25501010
3130,20001231,2000,INDL,C,D,STD,EP2,USD,I,1010,101020,10,10102040
3134,20000630,2000,INDL,C,D,STD,FMYR,USD,A,5020,502020,50,50202010
3138,20001231,2000,INDL,C,D,STD,COKE,USD,A,3020,302010,30,30201030
3144,20001231,2000,INDL,C,D,STD,KO,USD,A,3020,302010,30,30201030
3153,20001231,2000,INDL,C,D,STD,CDE,USD,A,1510,151040,15,15104030
3156,20001231,2000,INDL,C,D,STD,THNKQ,USD,I,4520,452010,45,45201020
3157,20000930,2000,INDL,C,D,STD,COHR,USD,A,4520,452030,45,45203010
3158,20001231,2000,INDL,C,D,STD,COHU,USD,A,4530,453010,45,45301010
3164,20000131,1999,INDL,C,D,STD,CNJ,USD,I,2550,255040,25,25504040
3165,20001231,2000,INDL,C,D,STD,RNGR.1,USD,I,2520,252030,25,25203010
3169,20091231,2009,INDL,C,D,STD,OMED,USD,I,3520,352010,35,35201010
3170,20001231,2000,INDL,C,D,STD,CL,USD,A,3030,303010,30,30301010
3171,20000831,2000,INDL,C,D,STD,OSCIQ,USD,I,3520,352010,35,35201010
3178,20001031,2000,INDL,C,D,STD,CNSI.1,USD,I,2010,201060,20,20106010
3184,20001231,2000,INDL,C,D,STD,CCOM,USD,A,2010,201070,20,20107010
3198,20001231,2000,INDL,C,D,STD,CGP1,USD,A,1010,101020,10,10102040
3203,20000831,2000,INDL,C,D,STD,CCF,USD,A,1510,151010,15,15101050
3206,20001231,2000,INDL,C,D,STD,NI2,USD,I,5510,551020,55,55102010
3210,20001231,2000,INDL,C,D,STD,AEP8,USD,I,5510,551010,55,55101010
3218,20000131,1999,INDL,C,D,STD,CMRO,USD,I,2010,201040,20,20104010
3220,20001231,2000,INDL,C,D,STD,MCCI,USD,I,5020,502010,50,50201010
3221,20001231,2000,FS,C,D,STD,AON,USD,A,4030,403010,40,40301010
3226,20001231,2000,INDL,C,D,STD,CMCSA,USD,A,5020,502010,50,50201030
3229,20001231,2000,INDL,C,D,STD,CMDZQ,USD,I,4520,452010,45,45201020
3230,20000930,2000,INDL,C,D,STD,CDCO,USD,I,2020,202010,20,20201030
3231,20001231,2000,INDL,C,D,STD,CMA,USD,A,4010,401010,40,40101015
3235,20001231,2000,INDL,C,D,STD,CLT.2,CAD,I,1510,151040,15,15104020
3238,20001231,2000,INDL,C,D,STD,CBSH,USD,A,4010,401010,40,40101015
3240,20000331,1999,INDL,C,D,STD,CGCO,USD,A,1510,151040,15,15104020
3243,20001231,2000,FS,C,D,STD,C,USD,A,4010,401010,40,40101010
3246,20000831,2000,INDL,C,D,STD,CMC,USD,A,1510,151040,15,15104050
3265,20001231,2000,INDL,C,D,STD,CTCO.,USD,I,5010,501010,50,50101020
3270,20000331,1999,INDL,C,D,STD,CTIG,USD,I,4510,451030,45,45103010
3275,20001231,2000,INDL,C,D,STD,JCS,USD,A,4520,452010,45,45201020
3277,20000331,1999,INDL,C,D,STD,GSOF,USD,I,4510,451030,45,45103010
3278,20001231,2000,INDL,C,D,STD,CAR,USD,A,2030,203040,20,20304020
3279,20111130,2011,INDL,C,D,STD,3CMUC,USD,I,4020,402010,40,40201020
3282,20001231,2000,INDL,C,D,STD,CPQ.2,USD,I,4520,452020,45,45202010
3288,20000531,1999,INDL,C,D,STD,CHCR,USD,A,3510,351020,35,35102030
3291,20000331,1999,INDL,C,D,STD,CTK.3,USD,I,2010,201010,20,20101010
3297,20001231,2000,INDL,C,D,STD,CDCY,USD,I,2020,202010,20,20201030
3310,20000331,1999,INDL,C,D,STD,CA,USD,I,4510,451030,45,45103020
3311,20001231,2000,INDL,C,D,STD,PURW,USD,I,3520,352020,35,35202010
3333,20001231,2000,INDL,C,D,STD,ATSN,USD,I,2010,201040,20,20104010
3336,20000331,1999,INDL,C,D,STD,DXC,USD,A,4510,451020,45,45102010
3342,20001231,2000,INDL,C,D,STD,CTG,USD,A,4510,451020,45,45102010
3343,20000331,1999,INDL,C,D,STD,CPTLQ,USD,I,5010,501010,50,50101020
3354,20000131,1999,INDL,C,D,STD,LLB,USD,I,4510,451030,45,45103010
3358,20000731,2000,INDL,C,D,STD,CMTL,USD,A,4520,452010,45,45201020
3362,20000531,1999,INDL,C,D,STD,CAG,USD,A,3020,302020,30,30202030
3363,20110430,2010,INDL,C,D,STD,UMAX,USD,A,2520,252020,25,25202010
3365,20001231,2000,INDL,C,D,STD,CHZS,USD,I,4510,451020,45,45102010
3366,20000630,2000,INDL,C,D,STD,CSRE.,USD,I,4510,451010,45,45101010
3367,20000630,2000,INDL,C,D,STD,CMTX,USD,I,2540,254010,25,25401040
3369,20000630,2000,INDL,C,D,STD,RAVE,USD,A,2530,253010,25,25301040
3370,20000331,1999,INDL,C,D,STD,COMX,USD,I,4520,452020,45,45202010
3372,20001031,2000,INDL,C,D,STD,LAEN,USD,I,2010,201040,20,20104010
3373,20001231,2000,INDL,C,D,STD,CE.2,USD,I,4510,451020,45,45102020
3376,20001231,2000,INDL,C,D,STD,CTCI,USD,I,5010,501010,50,50101020
3382,20101231,2010,INDL,C,D,STD,SSTK,USD,A,2550,255020,25,25502020
3384,20001231,2000,INDL,C,D,STD,CENI.,USD,I,5010,501010,50,50101020
3389,20101231,2010,INDL,C,D,STD,LGZ,USD,I,4510,451010,45,45101010
3392,20001231,2000,INDL,C,D,STD,NU1,USD,A,5510,551010,55,55101010
3394,20001231,2000,INDL,C,D,STD,CTWS,USD,I,5510,551040,55,55104010
3399,20000731,2000,INDL,C,D,STD,CNLG,USD,I,4520,452010,45,45201020
3407,20001231,2000,INDL,C,D,STD,TARRQ,USD,I,2520,252010,25,25201030
3410,20001231,2000,INDL,C,D,STD,TCI,USD,A,6010,601020,60,60102020
3413,20001231,2000,INDL,C,D,STD,ED,USD,A,5510,551030,55,55103010
3416,20001231,2000,INDL,C,D,STD,CNW,USD,I,2030,203040,20,20304020
3419,20001231,2000,INDL,C,D,STD,D2,USD,I,5510,551020,55,55102010
3424,20000930,2000,INDL,C,D,STD,BH,USD,A,2530,253010,25,25301040
3429,20001231,2000,INDL,C,D,STD,CTO,USD,A,6010,601020,60,60102010
3438,20001231,2000,INDL,C,D,STD,CGC.1,CAD,I,,,,
3439,20001231,2000,INDL,C,D,STD,CMS,USD,A,5510,551030,55,55103010
3440,20101231,2010,INDL,C,D,STD,NVLD,USD,I,4530,453010,45,45301020
3465,20001231,2000,INDL,C,D,STD,CUO,USD,A,2010,201020,20,20102010
3469,20021231,2002,INDL,C,D,STD,CLR,USD,A,1010,101020,10,10102020
3480,20001231,2000,INDL,C,D,STD,4622B,USD,I,4510,451020,45,45102020
3497,20001231,2000,INDL,C,D,STD,CBE,USD,I,2010,201040,20,20104010
3502,20001231,2000,INDL,C,D,STD,CTB,USD,A,2510,251010,25,25101020
3504,20001031,2000,INDL,C,D,STD,COO,USD,A,3510,351010,35,35101020
3505,20001231,2000,INDL,C,D,STD,TAP,USD,A,3020,302010,30,30201010
3515,20001231,2000,INDL,C,D,STD,ICMC.1,USD,I,5010,501020,50,50102010
3516,20000831,2000,INDL,C,D,STD,CBYDF,CAD,A,3020,302010,30,30201020
3532,20001231,2000,INDL,C,D,STD,GLW,USD,A,4520,452030,45,45203015
3533,20000930,2000,INDL,C,D,STD,CNIG,USD,A,5510,551020,55,55102010
3538,20001231,2000,INDL,C,D,STD,CBDLF,CAD,I,3020,302020,30,30202030
3547,20001231,2000,INDL,C,D,STD,CSMO,USD,I,2520,252010,25,25201010
3552,20001231,2000,INDL,C,D,STD,2289B,USD,A,2550,255010,25,25501010
3555,20000229,1999,INDL,C,D,STD,CFC.3,USD,I,4010,401020,40,40102010
3556,20000930,2000,INDL,C,D,STD,CRRC,USD,I,2020,202010,20,20201010
3562,20001231,2000,FS,C,D,STD,CUZ,USD,A,6010,601010,60,60101040
3570,20000731,2000,INDL,C,D,STD,CBRL,USD,A,2530,253010,25,25301040
3574,20001231,2000,INDL,C,D,STD,CRG.1,USD,I,2540,254010,25,25401030
3579,20001231,2000,INDL,C,D,STD,3CRMA,USD,I,2020,202010,20,20201060
3580,20001231,2000,INDL,C,D,STD,CR,USD,A,2010,201060,20,20106020
3581,20001231,2000,INDL,C,D,STD,CRD.A,USD,A,4030,403010,40,40301010
3584,20000831,2000,INDL,C,D,STD,APYI,USD,A,3510,351030,35,35103010
3591,20001231,2000,INDL,C,D,STD,AGC1,USD,A,4020,402020,40,40202010
3592,20001231,2000,INDL,C,D,STD,OMF,USD,A,4020,402020,40,40202010
3594,20001031,2000,INDL,C,D,STD,CRED.1,USD,I,1010,101020,10,10102020
3600,20000531,1999,INDL,C,D,STD,3CBAG,USD,I,1510,151040,15,15104020
3607,20001231,2000,INDL,C,D,STD,CHMT,USD,I,1510,151010,15,15101050
3612,20001231,2000,INDL,C,D,STD,ATX,USD,I,2520,252030,25,25203010
3619,20001231,2000,INDL,C,D,STD,CCK,USD,A,1510,151030,15,15103010
3622,20000331,1999,INDL,C,D,STD,CRWS,USD,A,2520,252030,25,25203030
3625,20001231,2000,INDL,C,D,STD,3CRCE,USD,I,1510,151040,15,15104030
3639,20000930,2000,INDL,C,D,STD,CUB,USD,A,2010,201010,20,20101010
3640,20000630,2000,INDL,C,D,STD,EESO,USD,I,2530,253010,25,25301040
3643,20001231,2000,INDL,C,D,STD,CFR,USD,A,4010,401010,40,40101015
3647,20000430,1999,INDL,C,D,STD,CULP,USD,A,2520,252030,25,25203030
3650,20001231,2000,INDL,C,D,STD,CMI,USD,A,2010,201060,20,20106010
3662,20001231,2000,INDL,C,D,STD,CW,USD,A,2010,201010,20,20101010
3668,20000630,2000,INDL,C,D,STD,DTGP,USD,I,2020,202010,20,20201030
3673,20000630,2000,INDL,C,D,STD,CMED.1,USD,I,3510,351010,35,35101010
3691,20001231,2000,INDL,C,D,STD,GTBP,USD,A,3520,352010,35,35201010
3700,20000831,2000,INDL,C,D,STD,DMIF,USD,I,2520,252010,25,25201020
3707,20001231,2000,INDL,C,D,STD,DST,USD,I,4510,451020,45,45102020
3708,20001231,2000,INDL,C,D,STD,WEN,USD,A,2530,253010,25,25301040
3711,20000930,2000,INDL,C,D,STD,STST.,USD,I,4520,452030,45,45203010
3713,20000131,1999,INDL,C,D,STD,3DMCSQ,USD,I,3010,301010,30,30101030
3734,20001231,2000,INDL,C,D,STD,DAN,USD,A,2510,251010,25,25101010
3735,20001231,2000,INDL,C,D,STD,DHR,USD,A,3510,351010,35,35101010
3756,20000630,2000,INDL,C,D,STD,SMTI.1,USD,I,4520,452030,45,45203020
3761,20001231,2000,INDL,C,D,STD,DAIO,USD,A,4520,452030,45,45203020
3762,20001231,2000,INDL,C,D,STD,USTG,USD,I,4510,451030,45,45103010
3769,20001231,2000,INDL,C,D,STD,INRG,USD,I,4520,452010,45,45201020
3773,20001231,2000,INDL,C,D,STD,DKEY,USD,I,4510,451030,45,45103010
3776,20001130,2000,INDL,C,D,STD,MDEA,USD,I,4520,452020,45,45202020
3779,20000930,2000,INDL,C,D,STD,DMAR,USD,I,4520,452010,45,45201020
3781,20001031,2000,INDL,C,D,STD,DMCP,USD,I,4520,452020,45,45202020
3782,20001231,2000,INDL,C,D,STD,CTLE.,USD,I,2550,255020,25,25502020
3785,20000430,1999,INDL,C,D,STD,DRAM.1,USD,I,4520,452020,45,45202030
3786,20000630,2000,INDL,C,D,STD,DSCP,USD,I,3510,351010,35,35101010
3789,20001231,2000,INDL,C,D,STD,DTAB10,USD,I,2020,202010,20,20201020
3793,20001231,2000,INDL,C,D,STD,STIZ,USD,I,4520,452030,45,45203010
3796,20000331,1999,INDL,C,D,STD,DTSI.1,USD,I,4520,452010,45,45201020
3798,20001231,2000,INDL,C,D,STD,DATM,USD,I,4520,452010,45,45201020
3801,20001231,2000,INDL,C,D,STD,7183B,USD,A,2020,202010,20,20201050
3806,20000930,2000,INDL,C,D,STD,DWSN,USD,A,1010,101010,10,10101020
3807,20001231,2000,INDL,C,D,STD,DXR,USD,A,3510,351010,35,35101010
3813,20000131,1999,INDL,C,D,STD,TGT,USD,A,2550,255030,25,25503020
3814,20001231,2000,INDL,C,D,STD,AES5,USD,A,5510,551010,55,55101010
3819,20110930,2011,INDL,C,D,STD,7413B,USD,I,2520,252010,25,25201030
3820,20001231,2000,INDL,C,D,STD,VIEWF,USD,A,4020,402010,40,40201040
3821,20000531,1999,INDL,C,D,STD,DF.1,USD,I,3020,302020,30,30202030
3824,20000131,1999,INDL,C,D,STD,DEBS,USD,I,2550,255040,25,25504010
3833,20001231,2000,INDL,C,D,STD,DINIQ,USD,I,2520,252010,25,25201020
3835,20001031,2000,INDL,C,D,STD,DE,USD,A,2010,201060,20,20106015
3836,20001031,2000,INDL,C,D,STD,DE1,USD,A,4020,402020,40,40202010
3839,20000731,2000,INDL,C,D,STD,DGTC,USD,I,4040,404030,40,40403020
3840,20001231,2000,INDL,C,D,STD,DLI,USD,I,3030,303020,30,30302010
3842,20001231,2000,INDL,C,D,STD,DVLN,USD,A,4010,401020,40,40102010
3848,20001231,2000,INDL,C,D,STD,POM2,USD,I,5510,551010,55,55101010
3851,20001231,2000,INDL,C,D,STD,DAL,USD,A,2030,203020,20,20302010
3855,20000630,2000,INDL,C,D,STD,DGAS,USD,I,5510,551020,55,55102010
3861,20001231,2000,INDL,C,D,STD,3DLTA.,USD,I,2520,252010,25,25201030
3862,20001231,2000,INDL,C,D,STD,AMCVQ,USD,I,2530,253010,25,25301020
3863,20001231,2000,INDL,C,D,STD,DLX,USD,A,2020,202010,20,20201010
3865,20001231,2000,INDL,C,D,STD,RPSI,USD,I,4520,452030,45,45203010
3872,20001231,2000,INDL,C,D,STD,HTEC.1,USD,I,3030,303020,30,30302010
3886,20001130,2000,INDL,C,D,STD,GRI.2,USD,I,3010,301010,30,30101030
3892,20000331,1999,INDL,C,D,STD,DETC,USD,I,4520,452030,45,45203010
3895,20001231,2000,INDL,C,D,STD,DTRX,USD,I,1510,151010,15,15101010
3897,20001231,2000,INDL,C,D,STD,DTE,USD,A,5510,551030,55,55103010
3905,20000630,2000,INDL,C,D,STD,ATGE,USD,A,2530,253020,25,25302010
3908,20000630,2000,INDL,C,D,STD,DEWY,USD,A,2010,201040,20,20104020
3914,20001231,2000,INDL,C,D,STD,8295B,USD,I,3010,301010,30,30101020
3915,20000531,1999,INDL,C,D,STD,BIOQ,USD,I,3520,352010,35,35201010
